Week,Department,Model,Weekly_Cost,Weekly_Tokens,Avg_Latency,Cache_Hit_Rate,Success_Rate,Dept_Total_Cost,Dept_Avg_Latency,Dept_Cache_Rate
2025-04-02,Legal,Claude-3-Opus,1.72,68806,1023.2,0.223,0.964,4.38,1082.6,0.219
2025-03-26,Sales,Gemini-Pro,1.52,76101,1145.7,0.172,0.956,2.71,696.4,0.211
2025-01-15,Engineering,Claude-3-Sonnet,1.13,141500,552.4,0.17,0.944,16.44,848,0.164
2025-07-09,Engineering,GPT-4,11.81,393628,1023.8,0.231,0.98,19.79,706.5,0.263
2025-11-12,Product,GPT-3.5-Turbo,0.15,76007,348.6,0.393,0.93,9.59,856.2,0.361
2025-12-24,Marketing,GPT-4,2.93,97616,1284.7,0.359,0.976,4.23,735.5,0.384
2025-01-01,Sales,GPT-3.5-Turbo,0.31,152968,401.9,0.122,0.921,2.22,735,0.133
2025-06-25,Sales,Gemini-Pro,1.21,60461,881.3,0.226,0.955,2.16,645.8,0.259
2025-03-19,Legal,GPT-4,2.47,82332,1090.4,0.236,0.971,4,1025.5,0.231
2025-01-01,Engineering,GPT-4,8.58,286134,1128.3,0.122,0.97,15.81,800.1,0.146
2025-12-24,Engineering,GPT-4,7.39,246461,1087.4,0.471,0.964,13.36,757,0.457
2025-06-04,Product,GPT-4,10.03,334214,1333,0.258,0.968,14.56,912.1,0.269
2025-12-17,Marketing,GPT-3.5-Turbo,0.2,97899,421,0.396,0.916,3.87,695,0.368
2025-05-07,Data_Science,Claude-3-Opus,6.79,271454,1263.6,0.259,0.959,17.35,934.7,0.245
2025-03-12,Finance,Gemini-Pro,1.03,51570,966,0.226,0.945,6.26,1069.7,0.221
2025-06-18,Product,GPT-3.5-Turbo,0.24,119925,450.3,0.282,0.915,14.59,983.8,0.273
2025-09-03,Legal,GPT-4,2,66763,1216.7,0.286,0.961,3.16,1155.6,0.327
2025-09-24,Product,Claude-3-Opus,4.87,194858,1238.7,0.394,0.957,16.35,894.2,0.353
2025-09-10,Sales,GPT-3.5-Turbo,0.19,96844,438,0.272,0.928,1.59,673.6,0.292
2025-07-02,Product,Claude-3-Opus,4.06,162474,1174.1,0.286,0.964,11.71,853.7,0.253
2025-11-19,Data_Science,Claude-3-Opus,4.73,189374,953.8,0.313,0.954,13.52,880.7,0.378
2025-04-02,Customer_Support,Llama-3-70B,0.07,74839,311.5,0.248,0.892,2.79,445.8,0.223
2025-01-01,Legal,GPT-4,3.24,107964,1326.7,0.177,0.98,4.96,1169,0.162
2025-11-19,Product,Claude-3-Opus,3.25,130073,1049.6,0.365,0.959,10.52,831.6,0.368
2025-10-01,Engineering,Claude-3-Opus,8.3,332060,1240.7,0.317,0.967,24.22,844.3,0.327
2025-11-19,Customer_Support,Llama-3-70B,0.05,45813,336.6,0.332,0.9,1.61,489.1,0.322
2025-05-28,Legal,GPT-4,3.76,125308,1224.8,0.246,0.973,5.86,1159.1,0.267
2025-07-16,Engineering,Claude-3-Opus,4.72,188860,1245.9,0.254,0.963,12.76,785.2,0.269
2025-04-02,Marketing,Claude-3-Sonnet,1.02,127455,512.4,0.184,0.944,4.29,656.5,0.218
2025-03-26,Marketing,Claude-3-Sonnet,1.22,152462,576.2,0.206,0.946,5.53,732.5,0.212
2025-08-20,Product,GPT-4,6.9,229864,1129.7,0.345,0.964,10.06,872.5,0.292
2025-02-26,Data_Science,Claude-3-Opus,6.83,273102,1022.9,0.219,0.958,16.59,883.4,0.22
2025-07-30,Engineering,Claude-3-Opus,6.42,256887,1081.1,0.245,0.96,17.6,776,0.272
2025-08-06,Finance,Claude-3-Opus,1.47,58939,982.7,0.264,0.968,5.57,1091.9,0.293
2025-04-23,Data_Science,Claude-3-Opus,5.39,215550,1029.1,0.225,0.966,13.8,864.6,0.23
2025-11-05,Customer_Support,Claude-3-Sonnet,1.27,158407,519.1,0.301,0.934,2.07,401.6,0.358
2025-12-24,Sales,GPT-3.5-Turbo,0.2,99006,422.3,0.321,0.927,1.62,665,0.394
2025-12-17,Engineering,Claude-3-Sonnet,1.36,170023,533.8,0.464,0.937,17,800.8,0.422
2025-07-02,Product,GPT-4,7.43,247753,1025.4,0.234,0.98,11.71,853.7,0.253
2025-12-10,Data_Science,Llama-3-70B,0.18,181868,271.6,0.328,0.895,13.24,887,0.343
2025-09-10,Engineering,Claude-3-Sonnet,0.83,103492,614.8,0.351,0.935,11,816.3,0.306
2025-05-21,Sales,Claude-3-Sonnet,0.51,64238,516.4,0.212,0.95,1.65,634.5,0.224
2025-09-03,Marketing,GPT-3.5-Turbo,0.16,77640,377.8,0.285,0.925,3.29,734.9,0.287
2025-09-03,Finance,Claude-3-Opus,1.55,62094,1219.8,0.317,0.96,5.32,1224.5,0.348
2025-01-15,Data_Science,Claude-3-Opus,5.94,237730,1083.1,0.159,0.957,16.19,833.2,0.169
2025-11-05,Product,GPT-4,6.33,211078,1303.6,0.307,0.96,9.38,971.2,0.348
2025-11-05,Finance,Gemini-Pro,0.57,28349,1107.5,0.322,0.942,3.67,1188.6,0.358
2025-06-25,Engineering,Claude-3-Opus,5.98,239120,1141,0.295,0.97,16.65,753.9,0.274
2025-11-26,Marketing,GPT-3.5-Turbo,0.19,93887,445,0.398,0.919,4.23,766.9,0.398
2025-12-10,Product,GPT-3.5-Turbo,0.16,79699,451.7,0.362,0.918,9.6,946.8,0.386
2025-04-30,Customer_Support,Llama-3-70B,0.08,77297,315.1,0.276,0.89,3.07,473,0.259
2025-03-19,Legal,Claude-3-Opus,1.53,61009,960.6,0.227,0.967,4,1025.5,0.231
2025-10-08,Product,Claude-3-Opus,6.68,267079,998.3,0.315,0.96,21.33,845.8,0.325
2025-01-08,Data_Science,Claude-3-Opus,6.26,250255,1200.1,0.143,0.954,17.14,968.4,0.162
2025-10-15,Product,Claude-3-Opus,3.45,137829,1224.1,0.343,0.958,9.77,986.9,0.357
2025-09-17,Marketing,Claude-3-Sonnet,0.87,108206,595.5,0.361,0.94,3.51,743.2,0.328
2025-05-21,Legal,Claude-3-Opus,1.57,62855,953.5,0.227,0.951,4.76,1126.3,0.244
2025-06-18,Engineering,Llama-3-70B,0.08,76012,344.9,0.281,0.883,17.49,821.7,0.264
2025-01-15,Engineering,Claude-3-Opus,5.7,227860,1183.4,0.174,0.967,16.44,848,0.164
2025-01-29,Marketing,GPT-4,2.94,98114,1226.1,0.15,0.979,4.05,765.7,0.16
2025-03-19,Finance,Claude-3-Opus,2.2,87917,1001.1,0.219,0.952,7.6,1044.4,0.209
2025-06-25,Legal,Claude-3-Opus,1.64,65746,1048.5,0.319,0.962,5.1,1133.1,0.299
2025-03-26,Customer_Support,GPT-3.5-Turbo,0.87,435576,345,0.248,0.915,2.45,408.3,0.222
2025-09-24,Data_Science,GPT-4,6.59,219626,1196.5,0.327,0.969,10.86,868.7,0.325
2025-01-08,Product,GPT-4,6.49,216462,1362.6,0.16,0.968,10.54,941.4,0.155
2025-08-20,Engineering,Llama-3-70B,0.06,57614,279.3,0.255,0.888,12.34,802.5,0.27
2025-08-27,Data_Science,Claude-3-Opus,4.69,187543,1213.1,0.336,0.964,12.33,905.9,0.285
2025-01-29,Engineering,Claude-3-Sonnet,1.23,153960,613.2,0.196,0.944,14.97,848.5,0.167
2025-07-02,Finance,Gemini-Pro,0.8,39938,1068.3,0.323,0.955,5.68,1102.3,0.288
2025-07-09,Customer_Support,Llama-3-70B,0.05,47563,294.5,0.284,0.895,1.77,400.4,0.28
2025-08-20,Product,Claude-3-Opus,2.99,119700,1062.3,0.262,0.961,10.06,872.5,0.292
2025-11-19,Marketing,Claude-3-Sonnet,0.82,102052,548.7,0.436,0.948,3.11,681.1,0.424
2025-09-10,Customer_Support,Claude-3-Sonnet,1.15,143459,651.9,0.306,0.936,1.84,444,0.291
2025-04-30,Finance,GPT-4,4.09,136319,1055.8,0.223,0.971,7,1036.1,0.254
2025-01-22,Sales,Claude-3-Sonnet,0.69,86290,580.5,0.137,0.945,2.01,671.5,0.151
2025-04-02,Product,GPT-4,20.3,676649,1111.1,0.192,0.964,31.12,840.9,0.184
2025-10-01,Data_Science,Llama-3-70B,0.19,191446,316,0.393,0.897,13.62,848.6,0.395
2025-05-07,Sales,GPT-3.5-Turbo,0.37,185453,392.4,0.19,0.923,2.51,628.2,0.201
2025-01-01,Customer_Support,Llama-3-70B,0.07,67739,320.1,0.123,0.896,2.38,427.8,0.141
2025-03-05,Legal,GPT-4,2.83,94460,1097.1,0.161,0.975,4.44,1106.6,0.174
2025-08-13,Marketing,GPT-3.5-Turbo,0.17,84756,398.2,0.276,0.918,3.46,735.7,0.283
2025-03-19,Engineering,Claude-3-Sonnet,1.33,166590,594.1,0.212,0.95,19.47,787.6,0.212
2025-09-10,Sales,Gemini-Pro,0.88,43879,979.8,0.332,0.955,1.59,673.6,0.292
2025-03-19,Engineering,GPT-4,11.06,368818,1272.4,0.221,0.963,19.47,787.6,0.212
2025-07-30,Data_Science,GPT-4,8.97,298885,1228.4,0.338,0.961,14.98,835.9,0.322
2025-08-20,Legal,Claude-3-Opus,1.25,50050,1045.8,0.336,0.97,3.53,1079.4,0.298
2025-08-20,Data_Science,Claude-3-Opus,3.84,153400,1125.4,0.311,0.954,10.6,884.4,0.312
2025-01-01,Sales,Gemini-Pro,1.16,58151,1140.6,0.152,0.943,2.22,735,0.133
2025-01-22,Sales,GPT-3.5-Turbo,0.29,144509,373,0.148,0.915,2.01,671.5,0.151
2025-03-19,Customer_Support,Llama-3-70B,0.06,61786,332.8,0.23,0.895,2.23,436.9,0.212
2025-03-19,Sales,GPT-3.5-Turbo,0.33,165605,432.4,0.171,0.918,2.32,738.4,0.18
2025-01-22,Marketing,GPT-3.5-Turbo,0.2,101419,366.6,0.142,0.914,4.11,746.2,0.156
2025-09-03,Legal,Claude-3-Opus,1.16,46454,1094.5,0.368,0.961,3.16,1155.6,0.327
2025-11-05,Engineering,Claude-3-Opus,6.12,244776,1045.2,0.296,0.965,16.84,781.6,0.37
2025-11-05,Engineering,GPT-4,9.36,312142,1187,0.394,0.971,16.84,781.6,0.37
2025-03-19,Data_Science,Claude-3-Opus,6.66,266378,1172.7,0.233,0.955,19.47,914.4,0.214
2025-03-26,Customer_Support,Claude-3-Sonnet,1.51,189036,587.6,0.23,0.946,2.45,408.3,0.222
2025-03-12,Sales,GPT-3.5-Turbo,0.31,154794,376,0.211,0.929,2.12,639.6,0.199
2025-03-26,Customer_Support,Llama-3-70B,0.06,62285,292.2,0.186,0.886,2.45,408.3,0.222
2025-08-06,Product,GPT-4,6.94,231477,1336.4,0.285,0.972,10.34,903.5,0.286
2025-07-09,Engineering,Claude-3-Opus,6.35,254006,945,0.301,0.968,19.79,706.5,0.263
2025-11-26,Data_Science,GPT-4,7.76,258675,1363.9,0.358,0.962,12.71,905.9,0.396
2025-08-06,Customer_Support,GPT-3.5-Turbo,0.58,287640,441.9,0.282,0.916,1.83,454.7,0.275
2025-01-29,Finance,GPT-4,2.8,93421,1343.7,0.151,0.978,4.91,1158.9,0.171
2025-01-08,Finance,GPT-4,2.44,81320,1052.9,0.136,0.969,4.27,1058.7,0.159
2025-04-02,Engineering,Claude-3-Opus,20.38,815380,998.6,0.175,0.964,54.1,800,0.203
2025-10-15,Data_Science,Claude-3-Opus,4.77,190726,1121,0.374,0.962,12.79,860.8,0.364
2025-02-26,Marketing,Claude-3-Sonnet,1.02,127018,529.3,0.189,0.938,3.99,750.4,0.19
2025-03-05,Customer_Support,Llama-3-70B,0.07,70629,319.3,0.198,0.888,2.83,462.8,0.178
2025-09-17,Engineering,Claude-3-Sonnet,1.11,139337,594.8,0.271,0.94,13.78,763.9,0.312
2025-11-19,Engineering,Claude-3-Sonnet,1.09,136382,562.9,0.322,0.939,12.81,729.2,0.362
2025-10-15,Engineering,Llama-3-70B,0.08,76011,276,0.393,0.887,14.77,764.8,0.361
2025-01-01,Data_Science,Claude-3-Opus,4.56,182295,1251.7,0.134,0.968,12.9,946.8,0.139
2025-11-26,Finance,GPT-4,3.13,104239,1291.8,0.35,0.979,5.61,1122.6,0.371
2025-08-06,Sales,Claude-3-Sonnet,0.55,68327,550.9,0.331,0.933,1.69,701,0.312
2025-07-02,Engineering,GPT-4,10.49,349714,1037.7,0.277,0.971,17.78,749.4,0.275
2025-03-05,Sales,GPT-3.5-Turbo,0.32,157958,406.6,0.169,0.912,2.37,687.6,0.187
2025-08-06,Engineering,Claude-3-Sonnet,1.17,145723,617,0.256,0.934,16.07,842.9,0.306
2025-03-12,Data_Science,Llama-3-70B,0.29,288211,340.2,0.178,0.89,16.66,889.9,0.182
2025-10-15,Data_Science,Llama-3-70B,0.2,201032,323.1,0.34,0.884,12.79,860.8,0.364
2025-12-17,Engineering,Claude-3-Opus,5.41,216381,1156.8,0.393,0.955,17,800.8,0.422
2025-07-23,Marketing,Claude-3-Sonnet,0.7,88103,689.3,0.322,0.934,2.93,830.1,0.287
2025-11-19,Engineering,GPT-4,6.89,229623,1145.3,0.35,0.977,12.81,729.2,0.362
2025-01-15,Product,GPT-4,7.37,245613,1219.5,0.161,0.978,10.87,901,0.165
2025-11-26,Sales,Claude-3-Sonnet,0.47,58758,554.5,0.33,0.938,1.42,612.6,0.386
2025-07-02,Legal,GPT-4,2.94,97900,1359.2,0.282,0.968,4.4,1212.2,0.295
2025-09-10,Finance,Gemini-Pro,0.75,37737,1128.7,0.261,0.959,5.16,1130.3,0.342
2025-06-25,Engineering,Claude-3-Sonnet,1.11,138790,560,0.32,0.942,16.65,753.9,0.274
2025-02-26,Data_Science,GPT-4,9.53,317645,1286.3,0.217,0.972,16.59,883.4,0.22
2025-05-21,Engineering,Llama-3-70B,0.11,113338,315,0.201,0.895,20.67,799.4,0.233
2025-01-22,Marketing,Claude-3-Sonnet,1.06,131893,590.1,0.167,0.94,4.11,746.2,0.156
2025-12-24,Product,Claude-3-Opus,3.87,154945,1160.4,0.438,0.956,12.93,903.5,0.395
2025-02-12,Marketing,GPT-3.5-Turbo,0.17,84893,423.7,0.173,0.919,3.61,735,0.178
2025-02-19,Sales,Claude-3-Sonnet,0.55,69071,588.3,0.158,0.94,1.89,653.6,0.191
2025-10-08,Legal,Claude-3-Opus,1.14,45693,991.6,0.376,0.968,3.29,1157.5,0.346
2025-12-03,Sales,Claude-3-Sonnet,0.48,59899,552.6,0.353,0.934,1.54,704.4,0.377
2025-03-05,Engineering,GPT-4,12.5,416660,1370.6,0.2,0.964,21.6,834.7,0.2
2025-07-16,Finance,Gemini-Pro,0.67,33370,1052.1,0.333,0.942,4.71,1143.8,0.312
2025-04-02,Customer_Support,Claude-3-Sonnet,1.88,235477,570.3,0.175,0.938,2.79,445.8,0.223
2025-04-09,Data_Science,Claude-3-Opus,5.74,229744,1147.8,0.249,0.952,15.31,881.6,0.23
2025-01-15,Data_Science,GPT-4,9.99,332932,1154.6,0.159,0.979,16.19,833.2,0.169
2025-01-22,Marketing,GPT-4,2.86,95191,1282,0.16,0.976,4.11,746.2,0.156
2025-05-07,Sales,Gemini-Pro,1.33,66670,935.3,0.194,0.949,2.51,628.2,0.201
2025-10-29,Data_Science,Llama-3-70B,0.15,145273,256.7,0.346,0.892,9.05,785.7,0.38
2025-06-11,Legal,Claude-3-Opus,1.45,58020,1128.7,0.242,0.96,4.27,1245.9,0.244
2025-02-19,Engineering,Claude-3-Sonnet,1.55,193605,577.4,0.164,0.937,19.27,842.5,0.185
2025-12-10,Data_Science,GPT-4,8.3,276519,1146.4,0.364,0.961,13.24,887,0.343
2025-12-10,Engineering,Llama-3-70B,0.09,87235,272.6,0.418,0.882,17.85,873.6,0.408
2025-05-07,Product,GPT-3.5-Turbo,0.26,130356,403.4,0.236,0.919,14.95,859.5,0.253
2025-01-01,Engineering,Llama-3-70B,0.07,68377,288.9,0.145,0.885,15.81,800.1,0.146
2025-11-19,Legal,GPT-4,2.3,76736,1272.9,0.3,0.967,3.73,1240.9,0.366
2025-03-26,Legal,GPT-4,2.55,85124,1124.3,0.231,0.978,3.92,1174.5,0.225
2025-06-11,Marketing,GPT-3.5-Turbo,0.2,99335,344.1,0.209,0.913,3.63,647,0.232
2025-05-21,Customer_Support,Claude-3-Sonnet,1.98,247520,654.1,0.26,0.948,3.07,475.7,0.248
2025-03-12,Finance,Claude-3-Opus,1.73,69165,1182.6,0.225,0.955,6.26,1069.7,0.221
2025-03-26,Data_Science,Claude-3-Opus,5.7,227893,1083.8,0.182,0.952,14.57,904.1,0.177
2025-05-28,Data_Science,Llama-3-70B,0.26,263884,341.1,0.239,0.892,18.99,963.6,0.247
2025-11-26,Legal,GPT-4,2.61,87017,1335,0.305,0.965,4.01,1180.3,0.335
2025-01-08,Customer_Support,GPT-3.5-Turbo,0.75,373770,348,0.129,0.924,2.37,390.7,0.15
2025-06-11,Sales,GPT-3.5-Turbo,0.26,131736,385.6,0.209,0.913,2.11,691.9,0.239
2025-10-29,Marketing,GPT-4,2.14,71415,1366.6,0.425,0.977,3.01,766.5,0.341
2025-07-23,Engineering,Claude-3-Sonnet,1.32,165097,624.1,0.3,0.948,16.6,814.1,0.297
2025-02-05,Customer_Support,Claude-3-Sonnet,2.07,258611,594.5,0.15,0.939,3.02,451.7,0.17
2025-04-09,Engineering,Llama-3-70B,0.1,95974,290.8,0.243,0.893,18.55,833.5,0.217
2025-11-26,Product,Claude-3-Opus,3.14,125662,1125.2,0.409,0.957,10.08,880.7,0.376
2025-10-01,Product,GPT-3.5-Turbo,0.34,172455,349.9,0.332,0.928,19.83,924,0.31
2025-05-28,Engineering,GPT-4,10.45,348224,1204.3,0.264,0.971,19.87,770.5,0.255
2025-09-03,Sales,Claude-3-Sonnet,0.52,65053,641.7,0.267,0.932,1.57,617.1,0.295
2025-01-08,Sales,Claude-3-Sonnet,0.63,78492,593.4,0.124,0.942,1.96,674.3,0.15
2025-10-22,Product,Claude-3-Opus,2.82,112977,1156.9,0.381,0.959,9.04,885.5,0.403
2025-01-08,Marketing,Claude-3-Sonnet,1.1,137788,564.6,0.128,0.932,4.45,670.7,0.145
2025-02-19,Marketing,Claude-3-Sonnet,1.15,143202,664.2,0.198,0.935,5.01,767.5,0.205
2025-07-30,Engineering,GPT-4,9.74,324664,1125.2,0.258,0.965,17.6,776,0.272
2025-10-01,Sales,GPT-3.5-Turbo,0.23,117184,354.3,0.359,0.913,1.58,699.5,0.342
2025-08-20,Finance,Gemini-Pro,0.62,31179,895,0.287,0.942,3.78,1058,0.318
2025-07-16,Product,Claude-3-Opus,3.4,135856,1013.7,0.322,0.962,10.11,919.9,0.294
2025-01-15,Product,GPT-3.5-Turbo,0.2,99690,386.4,0.181,0.93,10.87,901,0.165
2025-11-26,Finance,Gemini-Pro,0.93,46382,960.3,0.331,0.942,5.61,1122.6,0.371
2025-03-12,Data_Science,GPT-4,9.92,330721,1134.4,0.184,0.966,16.66,889.9,0.182
2025-07-30,Marketing,Claude-3-Sonnet,0.87,108837,547.9,0.25,0.944,3.81,686.4,0.286
2025-10-08,Customer_Support,GPT-3.5-Turbo,0.46,231447,355.4,0.313,0.916,1.46,428.6,0.313
2025-07-09,Sales,GPT-3.5-Turbo,0.24,119962,400.6,0.251,0.928,1.67,611.4,0.283
2025-04-09,Customer_Support,Llama-3-70B,0.07,70195,266.1,0.175,0.898,2.62,420,0.198
2025-08-20,Data_Science,GPT-4,6.59,219674,1262.1,0.272,0.972,10.6,884.4,0.312
2025-05-28,Sales,GPT-3.5-Turbo,0.26,127812,458.2,0.285,0.916,1.87,661,0.273
2025-07-02,Data_Science,Llama-3-70B,0.2,204479,288,0.323,0.895,13.9,859,0.291
2025-02-12,Marketing,Claude-3-Sonnet,0.95,118983,674.3,0.193,0.94,3.61,735,0.178
2025-06-18,Finance,Claude-3-Opus,1.48,59225,959.8,0.246,0.962,5.51,997,0.25
2025-04-16,Engineering,GPT-4,11.06,368640,1267.8,0.2,0.97,20.06,821.3,0.201
2025-06-25,Customer_Support,Claude-3-Sonnet,1.22,151966,515.8,0.258,0.939,1.94,394.7,0.253
2025-06-25,Sales,Claude-3-Sonnet,0.69,86494,669,0.308,0.947,2.16,645.8,0.259
2025-12-24,Customer_Support,GPT-3.5-Turbo,0.61,304172,342,0.323,0.918,1.91,444.9,0.39
2025-11-12,Marketing,GPT-3.5-Turbo,0.16,80848,348.2,0.351,0.914,3.02,702.6,0.371
2025-03-12,Engineering,Claude-3-Opus,7.6,303893,1050.2,0.162,0.97,21.87,768.7,0.18
2025-10-01,Legal,Claude-3-Opus,1.24,49422,1119.8,0.404,0.952,3.39,1115.1,0.358
2025-05-21,Engineering,Claude-3-Sonnet,1.68,209520,666.6,0.252,0.94,20.67,799.4,0.233
2025-12-03,Engineering,Llama-3-70B,0.08,77286,332.6,0.386,0.893,14.94,769.7,0.393
2025-04-30,Engineering,GPT-4,9.18,306040,1076.4,0.277,0.966,16.1,778.3,0.255
2025-01-08,Product,Claude-3-Opus,3.84,153670,1052.4,0.18,0.951,10.54,941.4,0.155
2025-07-16,Legal,Claude-3-Opus,1.62,64723,1041.1,0.281,0.96,4.8,1035.2,0.283
2025-01-22,Engineering,Llama-3-70B,0.08,80746,333.8,0.153,0.885,18.53,793.2,0.175
2025-11-12,Product,GPT-4,6.41,213786,1235.7,0.385,0.972,9.59,856.2,0.361
2025-09-10,Marketing,GPT-4,2.59,86217,1329.1,0.387,0.967,3.71,790.2,0.343
2025-06-25,Legal,GPT-4,3.45,115148,1217.6,0.279,0.968,5.1,1133.1,0.299
2025-11-05,Product,Claude-3-Opus,2.88,115224,1237.8,0.332,0.957,9.38,971.2,0.348
2025-03-26,Finance,Gemini-Pro,0.82,41210,938,0.229,0.948,6.17,1096.2,0.206
2025-09-10,Finance,Claude-3-Opus,1.3,51806,968.6,0.382,0.968,5.16,1130.3,0.342
2025-03-19,Sales,Gemini-Pro,1.3,64920,1145.6,0.197,0.957,2.32,738.4,0.18
2025-05-14,Finance,Claude-3-Opus,1.97,78795,1139,0.253,0.964,7,1111.4,0.254
2025-01-08,Engineering,Claude-3-Opus,7.66,306238,1188.5,0.177,0.955,20.09,782.9,0.165
2025-09-10,Legal,GPT-4,2.66,88526,1244.9,0.344,0.974,4.08,1248.3,0.356
2025-04-30,Product,GPT-3.5-Turbo,0.22,109530,420.7,0.208,0.916,13.42,1006.3,0.202
2025-07-09,Legal,GPT-4,2.81,93653,1265.7,0.266,0.962,4.26,1212.7,0.296
2025-10-22,Finance,Gemini-Pro,0.56,27801,897.8,0.407,0.957,3.75,1038.3,0.351
2025-01-08,Finance,Gemini-Pro,0.65,32474,894.8,0.169,0.949,4.27,1058.7,0.159
2025-02-26,Sales,Claude-3-Sonnet,0.71,88464,534.4,0.152,0.934,2.17,600.9,0.183
2025-12-24,Sales,Claude-3-Sonnet,0.53,65806,622.4,0.47,0.949,1.62,665,0.394
2025-01-22,Legal,GPT-4,2.42,80804,1306.5,0.161,0.968,3.8,1236.8,0.174
2025-10-01,Product,Claude-3-Opus,6.47,258690,1228.4,0.304,0.959,19.83,924,0.31
2025-01-29,Legal,Claude-3-Opus,1.56,62390,936.3,0.161,0.962,4.79,1069.9,0.149
2025-04-23,Product,GPT-3.5-Turbo,0.2,100801,424.4,0.237,0.916,13.25,938.2,0.221
2025-04-09,Marketing,Claude-3-Sonnet,1.24,155561,546.4,0.195,0.939,5.32,786.7,0.205
2025-03-05,Legal,Claude-3-Opus,1.61,64296,1116.1,0.187,0.954,4.44,1106.6,0.174
2025-03-05,Data_Science,GPT-4,10.26,341845,1115,0.219,0.972,17.57,852.6,0.208
2025-09-17,Finance,Claude-3-Opus,1.36,54224,1206.1,0.306,0.969,4.21,1078.7,0.335
2025-03-26,Marketing,GPT-3.5-Turbo,0.24,120454,399.1,0.197,0.92,5.53,732.5,0.212
2025-03-05,Finance,Claude-3-Opus,1.99,79408,997.5,0.211,0.953,7.32,1071.1,0.199
2025-11-12,Engineering,Llama-3-70B,0.06,64869,312,0.297,0.893,13.47,795.8,0.338
2025-07-16,Sales,Gemini-Pro,1.1,54965,897.8,0.315,0.96,2.05,664.9,0.316
2025-01-29,Data_Science,Llama-3-70B,0.24,235679,308.9,0.197,0.887,17.46,856,0.18
2025-07-09,Data_Science,GPT-4,9.42,313931,1304.6,0.289,0.975,15.8,846.8,0.274
2025-01-08,Engineering,Claude-3-Sonnet,1.46,182817,637.7,0.17,0.95,20.09,782.9,0.165
2025-11-05,Marketing,GPT-4,2.21,73825,1077.4,0.327,0.961,3.24,711.2,0.31
2025-03-05,Product,Claude-3-Opus,3.9,156113,980.8,0.203,0.954,12.76,892.8,0.202
2025-05-14,Engineering,GPT-4,13.19,439534,1089.4,0.242,0.974,23.83,766.2,0.23
2025-10-01,Data_Science,Claude-3-Opus,4.95,197945,1172.8,0.397,0.951,13.62,848.6,0.395
2025-01-01,Sales,Claude-3-Sonnet,0.75,93857,662.4,0.125,0.937,2.22,735,0.133
2025-03-05,Sales,Gemini-Pro,1.24,61774,977.8,0.218,0.956,2.37,687.6,0.187
2025-06-18,Engineering,GPT-4,10.12,337186,1187,0.274,0.962,17.49,821.7,0.264
2025-06-18,Legal,GPT-4,3.53,117607,1223,0.266,0.97,5.43,1145.2,0.289
2025-10-15,Marketing,GPT-4,1.94,64635,1112.8,0.322,0.977,2.72,703.9,0.351
2025-02-05,Customer_Support,GPT-3.5-Turbo,0.87,435720,453.7,0.185,0.928,3.02,451.7,0.17
2025-11-12,Sales,Claude-3-Sonnet,0.51,63233,667.3,0.338,0.932,1.66,692.2,0.32
2025-09-10,Product,GPT-4,5.1,169882,1089.4,0.307,0.966,7.81,909.6,0.312
2025-09-24,Marketing,GPT-3.5-Turbo,0.14,67658,452.4,0.385,0.929,3.14,780,0.344
2025-05-07,Sales,Claude-3-Sonnet,0.8,100432,557.1,0.218,0.933,2.51,628.2,0.201
2025-07-30,Customer_Support,Llama-3-70B,0.05,49918,323.1,0.334,0.896,1.88,453.7,0.318
2025-05-07,Product,Claude-3-Opus,4.98,199288,1116.3,0.264,0.956,14.95,859.5,0.253
2025-04-02,Finance,GPT-4,4.19,139733,1303.4,0.213,0.968,7.32,1060.9,0.211
2025-08-06,Sales,Gemini-Pro,0.92,45899,1120.5,0.335,0.942,1.69,701,0.312
2025-04-30,Marketing,GPT-3.5-Turbo,0.24,120696,415.4,0.212,0.914,4.53,739.3,0.234
2025-03-12,Marketing,Claude-3-Sonnet,1,125494,588.9,0.209,0.943,4.09,679.9,0.202
2025-03-26,Product,GPT-3.5-Turbo,0.49,245931,455.4,0.227,0.921,28.5,901.4,0.196
2025-03-12,Finance,GPT-4,3.5,116805,1060.5,0.213,0.969,6.26,1069.7,0.221
2025-06-18,Data_Science,Llama-3-70B,0.18,176474,317.8,0.235,0.89,12.25,880,0.259
2025-03-12,Product,GPT-4,8.29,276297,1349.6,0.235,0.976,12.01,972.8,0.202
2025-08-27,Sales,Claude-3-Sonnet,0.59,74152,633.6,0.267,0.933,1.78,738.4,0.327
2025-07-23,Customer_Support,GPT-3.5-Turbo,0.72,360823,407.2,0.24,0.914,2.12,400.8,0.268
2025-08-20,Marketing,GPT-4,2.05,68250,1205.2,0.31,0.961,2.99,738.9,0.314
2025-01-29,Product,Claude-3-Opus,4.08,163087,1014.3,0.165,0.969,14.15,847.4,0.162
2025-09-24,Marketing,GPT-4,2.29,76199,1317,0.345,0.964,3.14,780,0.344
2025-02-26,Finance,Gemini-Pro,1.07,53523,1035.1,0.183,0.955,6.78,1134.4,0.181
2025-04-16,Customer_Support,Claude-3-Sonnet,2.13,266544,538.1,0.231,0.946,3.19,424.9,0.22
2025-05-21,Product,GPT-3.5-Turbo,0.18,88893,399.3,0.278,0.925,10.09,911.4,0.248
2025-08-20,Engineering,GPT-4,6.99,232941,1198.4,0.271,0.966,12.34,802.5,0.27
